Time (ms),Channel A (mV),Channel B (V)
-2.58047911,-20.50233000,-0.58037050
-2.57535911,-18.75057000,-0.58915980
-2.57023911,-18.75057000,-0.59794910
-2.56511911,-18.75057000,-0.59794910
-2.55999911,-18.75057000,-0.60673850
-2.55487911,-18.75057000,-0.60673850
-2.54975911,-18.75057000,-0.60673850
-2.54463911,-18.75057000,-0.61552780
-2.53951911,-18.75057000,-0.61552780
-2.53439911,-18.75057000,-0.62431720
-2.52927911,-18.75057000,-0.62431720
-2.52415911,-18.75057000,-0.63310650
-2.51903911,-18.75057000,-0.64189580
-2.51391911,-17.00491000,-0.64189580
-2.50879911,-17.00491000,-0.64189580
-2.50367911,-17.00491000,-0.64189580
-2.49855911,-15.25925000,-0.65947450
-2.49343911,-17.00491000,-0.65947450
-2.48831911,-15.25925000,-0.65947450
-2.48319911,-15.25925000,-0.66826380
-2.47807911,-15.25925000,-0.66826380
-2.47295911,-15.25925000,-0.66826380
-2.46783911,-15.25925000,-0.67705320
-2.46271911,-15.25925000,-0.67705320
-2.45759911,-13.50749000,-0.67705320
-2.45247911,-15.25925000,-0.67705320
-2.44735911,-15.25925000,-0.68584250
-2.44223911,-15.25925000,-0.68584250
-2.43711911,-13.50749000,-0.69463180
-2.43199911,-13.50749000,-0.69463180
-2.42687911,-13.50749000,-0.70342110
-2.42175911,-13.50749000,-0.70342110
-2.41663911,-11.76183000,-0.71221050
-2.41151911,-11.76183000,-0.70342110
-2.40639911,-11.76183000,-0.71221050
-2.40127911,-11.76183000,-0.71221050
-2.39615911,-11.76183000,-0.71221050
-2.39103911,-11.76183000,-0.71221050
-2.38591911,-11.76183000,-0.71221050
-2.38079911,-11.76183000,-0.72096930
-2.37567911,-10.01617000,-0.72096930
-2.37055911,-10.01617000,-0.72975860
-2.36543911,-8.26441300,-0.72975860
-2.36031911,-8.26441300,-0.72975860
-2.35519911,-8.26441300,-0.72975860
-2.35007911,-8.26441300,-0.73854790
-2.34495911,-8.26441300,-0.73854790
-2.33983911,-8.26441300,-0.73854790
-2.33471911,-8.26441300,-0.73854790
-2.32959911,-8.26441300,-0.73854790
-2.32447911,-8.26441300,-0.73854790
-2.31935911,-6.51875400,-0.73854790
-2.31423911,-6.51875400,-0.74733730
-2.30911911,-6.51875400,-0.74733730
-2.30399911,-4.77309500,-0.74733730
-2.29887911,-4.77309500,-0.74733730
-2.29375911,-4.77309500,-0.74733730
-2.28863911,-4.77309500,-0.74733730
-2.28351911,-4.77309500,-0.74733730
-2.27839911,-4.77309500,-0.74733730
-2.27327911,-4.77309500,-0.74733730
-2.26815911,-4.77309500,-0.74733730
-2.26303911,-4.77309500,-0.74733730
-2.25791911,-4.77309500,-0.74733730
-2.25279912,-4.77309500,-0.75612660
-2.24767912,-3.02133300,-0.75612660
-2.24255912,-4.77309500,-0.75612660
-2.23743912,-3.02133300,-0.75612660
-2.23231912,-3.02133300,-0.75612660
-2.22719912,-1.27567400,-0.75612660
-2.22207912,-1.27567400,-0.75612660
-2.21695912,-1.27567400,-0.75612660
-2.21183912,-1.27567400,-0.75612660
-2.20671912,-1.27567400,-0.75612660
-2.20159912,-1.27567400,-0.74733730
-2.19647912,-1.27567400,-0.75612660
-2.19135912,-1.27567400,-0.75612660
-2.18623912,-1.27567400,-0.74733730
-2.18111912,2.21564400,-0.75612660
-2.17599912,0.46998500,-0.75612660
-2.17087912,0.46998500,-0.74733730
-2.16575912,2.21564400,-0.74733730
-2.16063912,2.21564400,-0.74733730
-2.15551912,2.21564400,-0.74733730
-2.15039912,2.21564400,-0.74733730
-2.14527912,2.21564400,-0.74733730
-2.14015912,2.21564400,-0.74733730
-2.13503912,3.96130300,-0.74733730
-2.12991912,3.96130300,-0.74733730
-2.12479912,2.21564400,-0.74733730
-2.11967912,3.96130300,-0.74733730
-2.11455912,3.96130300,-0.74733730
-2.10943912,3.96130300,-0.74733730
-2.10431912,5.70696100,-0.74733730
-2.09919912,5.70696100,-0.74733730
-2.09407912,5.70696100,-0.73854790
-2.08895912,5.70696100,-0.73854790
-2.08383912,5.70696100,-0.73854790
-2.07871912,5.70696100,-0.73854790
-2.07359912,5.70696100,-0.72975860
-2.06847912,5.70696100,-0.72975860
-2.06335912,5.70696100,-0.72975860
-2.05823912,7.45262000,-0.72975860
-2.05311912,7.45262000,-0.72096930
-2.04799912,7.45262000,-0.71221050
-2.04287912,7.45262000,-0.71221050
-2.03775912,7.45262000,-0.71221050
-2.03263912,9.20438300,-0.71221050
-2.02751912,9.20438300,-0.71221050
-2.02239912,9.20438300,-0.70342110
-2.01727912,9.20438300,-0.70342110
-2.01215912,9.20438300,-0.70342110
-2.00703912,9.20438300,-0.70342110
-2.00191912,9.20438300,-0.69463180
-1.99679912,10.95004000,-0.68584250
-1.99167912,10.95004000,-0.68584250
-1.98655912,10.95004000,-0.68584250
-1.98143912,10.95004000,-0.67705320
-1.97631912,10.95004000,-0.67705320
-1.97119912,12.69570000,-0.67705320
-1.96607912,12.69570000,-0.67705320
-1.96095912,12.69570000,-0.66826380
-1.95583912,12.69570000,-0.66826380
-1.95071912,12.69570000,-0.65947450
-1.94559912,12.69570000,-0.66826380
-1.94047912,12.69570000,-0.65068510
-1.93535912,12.69570000,-0.65068510
-1.93023912,12.69570000,-0.64189580
-1.92511912,12.69570000,-0.64189580
-1.91999912,14.44746000,-0.64189580
-1.91487912,12.69570000,-0.64189580
-1.90975912,14.44746000,-0.63310650
-1.90463912,14.44746000,-0.62431720
-1.89951912,16.19312000,-0.62431720
-1.89439912,16.19312000,-0.61552780
-1.88927912,16.19312000,-0.60673850
-1.88415912,16.19312000,-0.60673850
-1.87903912,16.19312000,-0.60673850
-1.87391912,16.19312000,-0.59794910
-1.86879912,16.19312000,-0.58915980
-1.86367912,16.19312000,-0.58915980
-1.85855912,16.19312000,-0.59794910
-1.85343912,16.19312000,-0.58037050
-1.84831912,17.93878000,-0.57161170
-1.84319912,16.19312000,-0.57161170
-1.83807912,17.93878000,-0.57161170
-1.83295912,17.93878000,-0.56282230
-1.82783912,17.93878000,-0.56282230
-1.82271912,17.93878000,-0.55403300
-1.81759912,17.93878000,-0.54524370
-1.81247912,19.69054000,-0.54524370
-1.80735912,17.93878000,-0.53645440
-1.80223912,19.69054000,-0.53645440
-1.79711912,19.69054000,-0.52766500
-1.79199912,19.69054000,-0.52766500
-1.78687912,19.69054000,-0.51887570
-1.78175912,19.69054000,-0.51008640
-1.77663912,19.69054000,-0.50129710
-1.77151912,19.69054000,-0.50129710
-1.76639912,19.69054000,-0.49250770
-1.76127912,21.43620000,-0.49250770
-1.75615912,21.43620000,-0.48371840
-1.75103912,21.43620000,-0.48371840
-1.74591912,19.69054000,-0.47492900
-1.74079912,21.43620000,-0.46613970
-1.73567912,21.43620000,-0.45735040
-1.73055912,23.18186000,-0.46613970
-1.72543912,23.18186000,-0.45735040
-1.72031912,23.18186000,-0.44856100
-1.71519912,23.18186000,-0.43977170
-1.71007912,23.18186000,-0.43101290
-1.70495912,23.18186000,-0.43101290
-1.69983912,23.18186000,-0.42222360
-1.69471912,23.18186000,-0.41343420
-1.68959912,23.18186000,-0.40464490
-1.68447912,23.18186000,-0.39585560
-1.67935912,23.18186000,-0.39585560
-1.67423912,23.18186000,-0.39585560
-1.66911912,23.18186000,-0.38706620
-1.66399912,24.93362000,-0.37827690
-1.65887912,23.18186000,-0.36948760
-1.65375912,24.93362000,-0.36069830
-1.64863912,24.93362000,-0.36069830
-1.64351912,26.67928000,-0.35190890
-1.63839912,24.93362000,-0.35190890
-1.63327912,24.93362000,-0.34311960
-1.62815912,26.67928000,-0.33433030
-1.62303912,24.93362000,-0.32554090
-1.61791912,26.67928000,-0.31675160
-1.61279912,26.67928000,-0.31675160
-1.60767912,26.67928000,-0.30796230
-1.60255912,26.67928000,-0.29041410
-1.59743912,26.67928000,-0.29041410
-1.59231912,26.67928000,-0.29041410
-1.58719912,26.67928000,-0.28162480
-1.58207912,26.67928000,-0.27283550
-1.57695912,26.67928000,-0.26404610
-1.57183912,26.67928000,-0.25525680
-1.56671912,26.67928000,-0.25525680
-1.56159912,26.67928000,-0.24646750
-1.55647912,26.67928000,-0.23767820
-1.55135912,26.67928000,-0.22888880
-1.54623912,26.67928000,-0.22009950
-1.54111912,26.67928000,-0.22009950
-1.53599912,26.67928000,-0.21131020
-1.53087912,28.42494000,-0.20252080
-1.52575912,28.42494000,-0.19373150
-1.52063912,26.67928000,-0.19373150
-1.51551912,30.17670000,-0.18494220
-1.51039912,26.67928000,-0.17615280
-1.50527912,28.42494000,-0.16736350
-1.50015912,28.42494000,-0.16736350
-1.49503912,28.42494000,-0.15857420
-1.48991912,28.42494000,-0.14981540
-1.48479912,26.67928000,-0.14102600
-1.47967912,26.67928000,-0.13223670
-1.47455912,28.42494000,-0.12344740
-1.46943912,28.42494000,-0.11465800
-1.46431912,28.42494000,-0.10586870
-1.45919912,30.17670000,-0.10586870
-1.45407912,30.17670000,-0.09707938
-1.44895912,30.17670000,-0.08829005
-1.44383912,30.17670000,-0.07950072
-1.43871912,28.42494000,-0.07950072
-1.43359912,30.17670000,-0.06192205
-1.42847912,30.17670000,-0.05313272
-1.42335912,30.17670000,-0.04434339
-1.41823912,30.17670000,-0.04434339
-1.41311912,30.17670000,-0.03555406
-1.40799912,28.42494000,-0.02676473
-1.40287912,30.17670000,-0.01797540
-1.39775912,30.17670000,-0.01797540
-1.39263912,30.17670000,-0.00921659
-1.38751912,30.17670000,-0.00045778
-1.38239912,30.17670000,0.00833155
-1.37727912,30.17670000,0.00833155
-1.37215912,30.17670000,0.02591021
-1.36703912,30.17670000,0.03469954
-1.36191912,30.17670000,0.03469954
-1.35679912,30.17670000,0.04348888
-1.35167912,30.17670000,0.05227821
-1.34655912,30.17670000,0.06106754
-1.34143912,30.17670000,0.06106754
-1.33631912,30.17670000,0.06985687
-1.33119912,30.17670000,0.07864620
-1.32607912,30.17670000,0.08743553
-1.32095912,30.17670000,0.09622486
-1.31583912,30.17670000,0.09622486
-1.31071912,30.17670000,0.10501420
-1.30559912,30.17670000,0.12259290
-1.30047912,30.17670000,0.12259290
-1.29535912,30.17670000,0.13138220
-1.29023912,30.17670000,0.14014100
-1.28511912,30.17670000,0.14014100
-1.27999912,30.17670000,0.14893030
-1.27487912,30.17670000,0.15771970
-1.26975912,30.17670000,0.16650900
-1.26463912,28.42494000,0.17529830
-1.25951912,30.17670000,0.18408760
-1.25439912,30.17670000,0.19287700
-1.24927912,30.17670000,0.20166630
-1.24415912,30.17670000,0.20166630
-1.23903912,30.17670000,0.21045560
-1.23391912,28.42494000,0.21045560
-1.22879912,28.42494000,0.22803430
-1.22367912,28.42494000,0.22803430
-1.21855912,30.17670000,0.23682360
-1.21343912,28.42494000,0.23682360
-1.20831912,28.42494000,0.24561300
-1.20319912,28.42494000,0.25440230
-1.19807912,28.42494000,0.26319160
-1.19295912,28.42494000,0.27198090
-1.18783912,30.17670000,0.28073980
-1.18271912,28.42494000,0.28073980
-1.17759912,26.67928000,0.28952910
-1.17247912,28.42494000,0.29831840
-1.16735912,26.67928000,0.30710770
-1.16223912,28.42494000,0.31589710
-1.15711912,26.67928000,0.31589710
-1.15199912,28.42494000,0.32468640
-1.14687912,26.67928000,0.33347570
-1.14175912,26.67928000,0.34226510
-1.13663912,26.67928000,0.34226510
-1.13151912,26.67928000,0.34226510
-1.12639912,26.67928000,0.35984370
-1.12127912,26.67928000,0.36863310
-1.11615912,26.67928000,0.37742240
-1.11103912,26.67928000,0.37742240
-1.10591912,26.67928000,0.38621170
-1.10079912,26.67928000,0.38621170
-1.09567912,26.67928000,0.39500110
-1.09055912,26.67928000,0.40379040
-1.08543912,26.67928000,0.40379040
-1.08031912,26.67928000,0.41257970
-1.07519912,26.67928000,0.42133850
-1.07007912,24.93362000,0.42133850
-1.06495912,26.67928000,0.43012790
-1.05983912,24.93362000,0.43891720
-1.05471912,24.93362000,0.44770650
-1.04959912,24.93362000,0.44770650
-1.04447912,24.93362000,0.45649590
-1.03935912,24.93362000,0.46528520
-1.03423912,24.93362000,0.46528520
-1.02911912,23.18186000,0.47407450
-1.02399912,23.18186000,0.48286380
-1.01887912,24.93362000,0.48286380
-1.01375912,23.18186000,0.49165320
-1.00863912,23.18186000,0.49165320
-1.00351912,23.18186000,0.50923190
-0.99839912,23.18186000,0.50923190
-0.99327912,23.18186000,0.51802120
-0.98815912,23.18186000,0.51802120
-0.98303912,23.18186000,0.52681050
-0.97791912,23.18186000,0.53559980
-0.97279912,23.18186000,0.53559980
-0.96767912,23.18186000,0.53559980
-0.96255912,23.18186000,0.55317850
-0.95743912,23.18186000,0.55317850
-0.95231912,21.43620000,0.55317850
-0.94719912,21.43620000,0.56193730
-0.94207912,21.43620000,0.56193730
-0.93695912,19.69054000,0.57072660
-0.93183912,21.43620000,0.57072660
-0.92671912,19.69054000,0.57951600
-0.92159912,19.69054000,0.57951600
-0.91647912,19.69054000,0.58830530
-0.91135912,19.69054000,0.59709470
-0.90623912,19.69054000,0.60588400
-0.90111912,19.69054000,0.59709470
-0.89599912,19.69054000,0.60588400
-0.89087912,19.69054000,0.61467330
-0.88575912,19.69054000,0.62346260
-0.88063912,19.69054000,0.62346260
-0.87551912,19.69054000,0.62346260
-0.87039912,19.69054000,0.62346260
-0.86527912,17.93878000,0.63225200
-0.86015912,17.93878000,0.63225200
-0.85503912,19.69054000,0.64104130
-0.84991912,17.93878000,0.64104130
-0.84479912,16.19312000,0.64983060
-0.83967912,16.19312000,0.65861990
-0.83455912,17.93878000,0.65861990
-0.82943912,17.93878000,0.65861990
-0.82431912,16.19312000,0.65861990
-0.81919912,16.19312000,0.66740930
-0.81407912,16.19312000,0.66740930
-0.80895912,16.19312000,0.66740930
-0.80383912,16.19312000,0.66740930
-0.79871912,16.19312000,0.67619860
-0.79359912,16.19312000,0.68498800
-0.78847912,16.19312000,0.68498800
-0.78335912,14.44746000,0.69377730
-0.77823912,14.44746000,0.69377730
-0.77311912,12.69570000,0.69377730
-0.76799912,14.44746000,0.69377730
-0.76287912,12.69570000,0.70253610
-0.75775912,12.69570000,0.70253610
-0.75263912,12.69570000,0.70253610
-0.74751912,12.69570000,0.70253610
-0.74239912,12.69570000,0.71132540
-0.73727912,12.69570000,0.72011480
-0.73215912,12.69570000,0.72011480
-0.72703912,12.69570000,0.72011480
-0.72191912,10.95004000,0.72890410
-0.71679912,12.69570000,0.72890410
-0.71167912,10.95004000,0.72890410
-0.70655912,10.95004000,0.72890410
-0.70143912,10.95004000,0.72890410
-0.69631912,9.20438300,0.73769340
-0.69119912,9.20438300,0.73769340
-0.68607912,9.20438300,0.73769340
-0.68095912,9.20438300,0.73769340
-0.67583912,9.20438300,0.73769340
-0.67071912,9.20438300,0.73769340
-0.66559912,9.20438300,0.73769340
-0.66047912,7.45262000,0.73769340
-0.65535912,7.45262000,0.74648270
-0.65023912,7.45262000,0.73769340
-0.64511912,7.45262000,0.74648270
-0.63999912,5.70696100,0.74648270
-0.63487912,5.70696100,0.74648270
-0.62975912,5.70696100,0.75527210
-0.62463912,5.70696100,0.75527210
-0.61951912,5.70696100,0.76406140
-0.61439912,5.70696100,0.75527210
-0.60927913,5.70696100,0.75527210
-0.60415913,5.70696100,0.75527210
-0.59903913,3.96130300,0.75527210
-0.59391913,5.70696100,0.76406140
-0.58879913,3.96130300,0.76406140
-0.58367913,3.96130300,0.76406140
-0.57855913,3.96130300,0.76406140
-0.57343913,2.21564400,0.76406140
-0.56831913,2.21564400,0.76406140
-0.56319913,3.96130300,0.76406140
-0.55807913,2.21564400,0.76406140
-0.55295913,2.21564400,0.76406140
-0.54783913,2.21564400,0.76406140
-0.54271913,2.21564400,0.76406140
-0.53759913,2.21564400,0.76406140
-0.53247913,2.21564400,0.75527210
-0.52735913,0.46998500,0.75527210
-0.52223913,0.46998500,0.76406140
-0.51711913,0.46998500,0.75527210
-0.51199913,0.46998500,0.75527210
-0.50687913,0.46998500,0.76406140
-0.50175913,0.46998500,0.75527210
-0.49663913,-1.27567400,0.75527210
-0.49151913,-1.27567400,0.75527210
-0.48639913,-1.27567400,0.75527210
-0.48127913,-1.27567400,0.76406140
-0.47615913,-1.27567400,0.75527210
-0.47103913,-1.27567400,0.75527210
-0.46591913,-1.27567400,0.74648270
-0.46079913,-1.27567400,0.74648270
-0.45567913,-3.02133300,0.74648270
-0.45055913,-3.02133300,0.74648270
-0.44543913,-3.02133300,0.73769340
-0.44031913,-4.77309500,0.74648270
-0.43519913,-4.77309500,0.73769340
-0.43007913,-4.77309500,0.73769340
-0.42495913,-4.77309500,0.73769340
-0.41983913,-4.77309500,0.73769340
-0.41471913,-4.77309500,0.73769340
-0.40959913,-4.77309500,0.73769340
-0.40447913,-4.77309500,0.73769340
-0.39935913,-6.51875400,0.72890410
-0.39423913,-6.51875400,0.72890410
-0.38911913,-4.77309500,0.72011480
-0.38399913,-6.51875400,0.72890410
-0.37887913,-8.26441300,0.72011480
-0.37375913,-8.26441300,0.72011480
-0.36863913,-8.26441300,0.71132540
-0.36351913,-8.26441300,0.71132540
-0.35839913,-8.26441300,0.70253610
-0.35327913,-8.26441300,0.70253610
-0.34815913,-8.26441300,0.70253610
-0.34303913,-8.26441300,0.70253610
-0.33791913,-8.26441300,0.70253610
-0.33279913,-8.26441300,0.69377730
-0.32767913,-10.01617000,0.69377730
-0.32255913,-10.01617000,0.69377730
-0.31743913,-10.01617000,0.69377730
-0.31231913,-11.76183000,0.68498800
-0.30719913,-10.01617000,0.67619860
-0.30207913,-11.76183000,0.67619860
-0.29695913,-11.76183000,0.66740930
-0.29183913,-11.76183000,0.66740930
-0.28671913,-11.76183000,0.66740930
-0.28159913,-11.76183000,0.65861990
-0.27647913,-11.76183000,0.65861990
-0.27135913,-11.76183000,0.65861990
-0.26623913,-11.76183000,0.65861990
-0.26111913,-11.76183000,0.65861990
-0.25599913,-13.50749000,0.64983060
-0.25087913,-13.50749000,0.64104130
-0.24575913,-15.25925000,0.64104130
-0.24063913,-15.25925000,0.63225200
-0.23551913,-15.25925000,0.62346260
-0.23039913,-15.25925000,0.62346260
-0.22527913,-15.25925000,0.62346260
-0.22015913,-15.25925000,0.62346260
-0.21503913,-15.25925000,0.61467330
-0.20991913,-15.25925000,0.60588400
-0.20479913,-15.25925000,0.60588400
-0.19967913,-15.25925000,0.59709470
-0.19455913,-15.25925000,0.59709470
-0.18943913,-15.25925000,0.58830530
-0.18431913,-17.00491000,0.58830530
-0.17919913,-17.00491000,0.57951600
-0.17407913,-18.75057000,0.57072660
-0.16895913,-17.00491000,0.57072660
-0.16383913,-17.00491000,0.56193730
-0.15871913,-18.75057000,0.56193730
-0.15359913,-18.75057000,0.55317850
-0.14847913,-18.75057000,0.55317850
-0.14335913,-18.75057000,0.54438920
-0.13823913,-18.75057000,0.53559980
-0.13311913,-18.75057000,0.53559980
-0.12799913,-18.75057000,0.52681050
-0.12287913,-18.75057000,0.52681050
-0.11775913,-18.75057000,0.51802120
-0.11263913,-18.75057000,0.51802120
-0.10751913,-18.75057000,0.50923190
-0.10239913,-20.50233000,0.50923190
-0.09727913,-20.50233000,0.50044250
-0.09215913,-20.50233000,0.49165320
-0.08703913,-20.50233000,0.48286380
-0.08191913,-22.24799000,0.48286380
-0.07679913,-22.24799000,0.47407450
-0.07167913,-22.24799000,0.46528520
-0.06655913,-22.24799000,0.45649590
-0.06143913,-22.24799000,0.45649590
-0.05631913,-22.24799000,0.44770650
-0.05119913,-22.24799000,0.44770650
-0.04607913,-22.24799000,0.44770650
-0.04095913,-22.24799000,0.43891720
-0.03583913,-22.24799000,0.43012790
-0.03071913,-22.24799000,0.42133850
-0.02559913,-22.24799000,0.41257970
-0.02047913,-22.24799000,0.41257970
-0.01535913,-22.24799000,0.40379040
-0.01023913,-22.24799000,0.39500110
-0.00511913,-22.24799000,0.38621170
0.00000087,-23.99365000,0.38621170
0.00512087,-23.99365000,0.37742240
0.01024087,-23.99365000,0.37742240
0.01536087,-23.99365000,0.36863310
0.02048087,-23.99365000,0.35984370
0.02560087,-25.74541000,0.35105440
0.03072087,-25.74541000,0.35105440
0.03584087,-25.74541000,0.34226510
0.04096087,-25.74541000,0.33347570
0.04608087,-25.74541000,0.32468640
0.05120087,-25.74541000,0.31589710
0.05632087,-25.74541000,0.31589710
0.06144087,-25.74541000,0.30710770
0.06656087,-25.74541000,0.30710770
0.07168087,-25.74541000,0.30710770
0.07680087,-25.74541000,0.28073980
0.08192087,-25.74541000,0.27198090
0.08704087,-25.74541000,0.27198090
0.09216087,-25.74541000,0.27198090
0.09728087,-25.74541000,0.26319160
0.10240087,-25.74541000,0.25440230
0.10752087,-27.49107000,0.24561300
0.11264087,-27.49107000,0.23682360
0.11776087,-27.49107000,0.23682360
0.12288087,-27.49107000,0.22803430
0.12800087,-25.74541000,0.21924500
0.13312087,-27.49107000,0.21045560
0.13824087,-29.23673000,0.20166630
0.14336087,-25.74541000,0.20166630
0.14848087,-25.74541000,0.18408760
0.15360087,-29.23673000,0.17529830
0.15872087,-27.49107000,0.17529830
0.16384087,-25.74541000,0.16650900
0.16896087,-27.49107000,0.15771970
0.17408087,-25.74541000,0.15771970
0.17920087,-29.23673000,0.14893030
0.18432087,-29.23673000,0.14014100
0.18944087,-29.23673000,0.13138220
0.19456087,-27.49107000,0.12259290
0.19968087,-29.23673000,0.11380350
0.20480087,-29.23673000,0.11380350
0.20992087,-27.49107000,0.10501420
0.21504087,-29.23673000,0.09622486
0.22016087,-29.23673000,0.08743553
0.22528087,-29.23673000,0.07864620
0.23040087,-29.23673000,0.07864620
0.23552087,-29.23673000,0.06106754
0.24064087,-29.23673000,0.06106754
0.24576087,-29.23673000,0.06106754
0.25088087,-29.23673000,0.05227821
0.25600087,-29.23673000,0.03469954
0.26112087,-29.23673000,0.02591021
0.26624087,-29.23673000,0.02591021
0.27136087,-29.23673000,0.01712088
0.27648087,-29.23673000,0.00833155
0.28160087,-29.23673000,-0.00045778
0.28672087,-29.23673000,-0.00921659
0.29184087,-29.23673000,-0.00921659
0.29696087,-29.23673000,-0.01797540
0.30208087,-29.23673000,-0.02676473
0.30720087,-29.23673000,-0.03555406
0.31232087,-29.23673000,-0.04434339
0.31744087,-29.23673000,-0.04434339
0.32256087,-29.23673000,-0.05313272
0.32768087,-29.23673000,-0.06192205
0.33280087,-29.23673000,-0.07071139
0.33792087,-29.23673000,-0.07950072
0.34304087,-29.23673000,-0.08829005
0.34816087,-29.23673000,-0.08829005
0.35328087,-29.23673000,-0.10586870
0.35840087,-29.23673000,-0.11465800
0.36352087,-29.23673000,-0.11465800
0.36864087,-29.23673000,-0.11465800
0.37376087,-29.23673000,-0.12344740
0.37888087,-29.23673000,-0.13223670
0.38400087,-29.23673000,-0.14981540
0.38912087,-29.23673000,-0.14981540
0.39424087,-29.23673000,-0.15857420
0.39936087,-29.23673000,-0.16736350
0.40448087,-29.23673000,-0.17615280
0.40960087,-29.23673000,-0.18494220
0.41472087,-29.23673000,-0.18494220
0.41984087,-29.23673000,-0.19373150
0.42496087,-29.23673000,-0.19373150
0.43008087,-29.23673000,-0.21131020
0.43520087,-29.23673000,-0.22009950
0.44032087,-29.23673000,-0.22009950
0.44544087,-29.23673000,-0.22888880
0.45056087,-29.23673000,-0.23767820
0.45568087,-29.23673000,-0.24646750
0.46080087,-29.23673000,-0.24646750
0.46592087,-27.49107000,-0.25525680
0.47104087,-27.49107000,-0.26404610
0.47616087,-27.49107000,-0.27283550
0.48128087,-27.49107000,-0.28162480
0.48640087,-27.49107000,-0.28162480
0.49152087,-29.23673000,-0.29041410
0.49664087,-27.49107000,-0.29917290
0.50176087,-27.49107000,-0.30796230
0.50688087,-27.49107000,-0.31675160
0.51200087,-25.74541000,-0.32554090
0.51712087,-25.74541000,-0.32554090
0.52224087,-25.74541000,-0.32554090
0.52736087,-25.74541000,-0.33433030
0.53248087,-27.49107000,-0.34311960
0.53760087,-25.74541000,-0.35190890
0.54272087,-25.74541000,-0.36069830
0.54784087,-25.74541000,-0.36069830
0.55296087,-25.74541000,-0.36948760
0.55808087,-25.74541000,-0.36948760
0.56320087,-25.74541000,-0.37827690
0.56832087,-25.74541000,-0.38706620
0.57344087,-25.74541000,-0.39585560
0.57856087,-25.74541000,-0.39585560
0.58368087,-25.74541000,-0.40464490
0.58880087,-25.74541000,-0.41343420
0.59392087,-25.74541000,-0.41343420
0.59904087,-25.74541000,-0.42222360
0.60416087,-25.74541000,-0.43101290
0.60928087,-25.74541000,-0.43101290
0.61440087,-25.74541000,-0.44856100
0.61952087,-23.99365000,-0.45735040
0.62464087,-23.99365000,-0.45735040
0.62976087,-23.99365000,-0.45735040
0.63488087,-23.99365000,-0.46613970
0.64000087,-23.99365000,-0.47492900
0.64512087,-22.24799000,-0.47492900
0.65024087,-23.99365000,-0.48371840
0.65536087,-22.24799000,-0.49250770
0.66048087,-22.24799000,-0.49250770
0.66560087,-22.24799000,-0.50129710
0.67072087,-23.99365000,-0.50129710
0.67584087,-22.24799000,-0.50129710
0.68096087,-22.24799000,-0.51887570
0.68608087,-22.24799000,-0.51887570
0.69120087,-22.24799000,-0.52766500
0.69632087,-22.24799000,-0.53645440
0.70144087,-22.24799000,-0.53645440
0.70656087,-22.24799000,-0.54524370
0.71168087,-22.24799000,-0.55403300
0.71680087,-22.24799000,-0.55403300
0.72192087,-22.24799000,-0.56282230
0.72704087,-20.50233000,-0.56282230
0.73216087,-20.50233000,-0.57161170
0.73728087,-20.50233000,-0.57161170
0.74240087,-20.50233000,-0.57161170
0.74752087,-18.75057000,-0.58037050
0.75264087,-20.50233000,-0.58915980
0.75776087,-18.75057000,-0.58915980
0.76288087,-18.75057000,-0.59794910
0.76800087,-18.75057000,-0.59794910
0.77312087,-18.75057000,-0.60673850
0.77824087,-18.75057000,-0.60673850
0.78336087,-18.75057000,-0.60673850
0.78848087,-18.75057000,-0.61552780
0.79360087,-18.75057000,-0.62431720
0.79872087,-18.75057000,-0.63310650
0.80384087,-18.75057000,-0.62431720
0.80896087,-17.00491000,-0.63310650
0.81408087,-18.75057000,-0.64189580
0.81920087,-17.00491000,-0.64189580
0.82432087,-17.00491000,-0.64189580
0.82944087,-15.25925000,-0.64189580
0.83456087,-17.00491000,-0.65068510
0.83968087,-17.00491000,-0.65068510
0.84480087,-15.25925000,-0.65947450
0.84992087,-15.25925000,-0.66826380
0.85504087,-15.25925000,-0.66826380
0.86016087,-15.25925000,-0.67705320
0.86528087,-15.25925000,-0.67705320
0.87040087,-15.25925000,-0.67705320
0.87552087,-15.25925000,-0.67705320
0.88064087,-15.25925000,-0.67705320
0.88576087,-15.25925000,-0.68584250
0.89088087,-13.50749000,-0.69463180
0.89600087,-13.50749000,-0.69463180
0.90112087,-13.50749000,-0.69463180
0.90624087,-13.50749000,-0.70342110
0.91136087,-13.50749000,-0.70342110
0.91648087,-11.76183000,-0.70342110
0.92160087,-11.76183000,-0.70342110
0.92672087,-11.76183000,-0.71221050
0.93184087,-11.76183000,-0.71221050
0.93696087,-11.76183000,-0.71221050
0.94208087,-11.76183000,-0.71221050
0.94720087,-11.76183000,-0.71221050
0.95232087,-10.01617000,-0.71221050
0.95744087,-10.01617000,-0.72096930
0.96256087,-8.26441300,-0.72975860
0.96768087,-8.26441300,-0.72975860
0.97280087,-10.01617000,-0.72975860
0.97792087,-8.26441300,-0.72975860
0.98304087,-8.26441300,-0.73854790
0.98816087,-8.26441300,-0.73854790
0.99328087,-8.26441300,-0.73854790
0.99840087,-8.26441300,-0.73854790
1.00352087,-6.51875400,-0.74733730
1.00864087,-8.26441300,-0.74733730
1.01376087,-8.26441300,-0.74733730
1.01888087,-6.51875400,-0.74733730
1.02400087,-6.51875400,-0.74733730
1.02912087,-4.77309500,-0.74733730
