Time (ms),Channel A (mV),Channel B (V)
8.55552082,28.42494000,-0.07950072
8.56064082,28.42494000,-0.07950072
8.56576082,30.17670000,-0.07071139
8.57088082,28.42494000,-0.06192205
8.57600082,30.17670000,-0.04434339
8.58112082,30.17670000,-0.04434339
8.58624082,30.17670000,-0.03555406
8.59136082,30.17670000,-0.03555406
8.59648082,30.17670000,-0.02676473
8.60160082,30.17670000,-0.01797540
8.60672082,30.17670000,-0.00921659
8.61184082,30.17670000,-0.00045778
8.61696082,30.17670000,-0.00045778
8.62208082,30.17670000,0.01712088
8.62720082,30.17670000,0.02591021
8.63232082,30.17670000,0.02591021
8.63744082,30.17670000,0.03469954
8.64256082,30.17670000,0.04348888
8.64768082,30.17670000,0.05227821
8.65280082,30.17670000,0.06106754
8.65792082,30.17670000,0.06106754
8.66304082,30.17670000,0.06985687
8.66816082,30.17670000,0.07864620
8.67328082,30.17670000,0.08743553
8.67840082,30.17670000,0.09622486
8.68352082,30.17670000,0.09622486
8.68864082,30.17670000,0.10501420
8.69376082,28.42494000,0.10501420
8.69888082,30.17670000,0.13138220
8.70400082,30.17670000,0.13138220
8.70912082,30.17670000,0.14014100
8.71424082,30.17670000,0.14014100
8.71936082,30.17670000,0.15771970
8.72448082,30.17670000,0.15771970
8.72960082,30.17670000,0.16650900
8.73472082,28.42494000,0.16650900
8.73984082,30.17670000,0.17529830
8.74496082,30.17670000,0.18408760
8.75008082,28.42494000,0.20166630
8.75520082,30.17670000,0.20166630
8.76032082,30.17670000,0.20166630
8.76544082,30.17670000,0.21924500
8.77056082,30.17670000,0.21924500
8.77568082,30.17670000,0.22803430
8.78080082,28.42494000,0.23682360
8.78592082,28.42494000,0.24561300
8.79104082,30.17670000,0.25440230
8.79616082,28.42494000,0.25440230
8.80128082,28.42494000,0.26319160
8.80640082,28.42494000,0.27198090
8.81152082,26.67928000,0.28073980
8.81664082,28.42494000,0.28073980
8.82176082,28.42494000,0.28952910
8.82688082,26.67928000,0.29831840
8.83200082,26.67928000,0.30710770
8.83712082,26.67928000,0.31589710
8.84224082,26.67928000,0.31589710
8.84736082,26.67928000,0.31589710
8.85248082,26.67928000,0.33347570
8.85760082,26.67928000,0.34226510
8.86272082,26.67928000,0.34226510
8.86784082,26.67928000,0.35105440
8.87296082,26.67928000,0.35984370
8.87808082,26.67928000,0.36863310
8.88320082,26.67928000,0.36863310
8.88832082,26.67928000,0.37742240
8.89344082,26.67928000,0.38621170
8.89856082,26.67928000,0.38621170
8.90368082,26.67928000,0.38621170
8.90880082,26.67928000,0.39500110
8.91392082,26.67928000,0.40379040
8.91904082,24.93362000,0.41257970
8.92416082,26.67928000,0.42133850
8.92928082,26.67928000,0.43012790
8.93440082,26.67928000,0.43891720
8.93952082,24.93362000,0.43891720
8.94464082,24.93362000,0.44770650
8.94976082,23.18186000,0.44770650
8.95488082,26.67928000,0.45649590
8.96000082,24.93362000,0.45649590
8.96512082,24.93362000,0.47407450
8.97024082,23.18186000,0.47407450
8.97536082,24.93362000,0.48286380
8.98048082,24.93362000,0.48286380
8.98560082,23.18186000,0.48286380
8.99072082,23.18186000,0.49165320
8.99584082,23.18186000,0.50044250
9.00096082,23.18186000,0.50923190
9.00608082,23.18186000,0.51802120
9.01120082,23.18186000,0.51802120
9.01632082,23.18186000,0.51802120
9.02144082,23.18186000,0.52681050
9.02656082,23.18186000,0.52681050
9.03168082,23.18186000,0.54438920
9.03680082,23.18186000,0.54438920
9.04192082,23.18186000,0.55317850
9.04704082,21.43620000,0.55317850
9.05216082,23.18186000,0.55317850
9.05728082,21.43620000,0.55317850
9.06240082,21.43620000,0.56193730
9.06752082,19.69054000,0.57072660
9.07264082,19.69054000,0.58830530
9.07776082,21.43620000,0.58830530
9.08288082,21.43620000,0.58830530
9.08800082,19.69054000,0.58830530
9.09312082,19.69054000,0.59709470
9.09824082,19.69054000,0.59709470
9.10336082,19.69054000,0.60588400
9.10848082,19.69054000,0.61467330
9.11360082,19.69054000,0.61467330
9.11872082,19.69054000,0.62346260
9.12384082,19.69054000,0.62346260
9.12896082,19.69054000,0.62346260
9.13408082,17.93878000,0.62346260
9.13920082,16.19312000,0.63225200
9.14432082,17.93878000,0.64983060
9.14944082,17.93878000,0.64104130
9.15456082,17.93878000,0.64983060
9.15968082,16.19312000,0.64983060
9.16480082,16.19312000,0.65861990
9.16992082,16.19312000,0.65861990
9.17504082,16.19312000,0.65861990
9.18016082,16.19312000,0.66740930
9.18528082,16.19312000,0.66740930
9.19040082,16.19312000,0.66740930
9.19552082,16.19312000,0.66740930
9.20064082,16.19312000,0.67619860
9.20576082,16.19312000,0.67619860
9.21088082,14.44746000,0.68498800
9.21600082,14.44746000,0.69377730
9.22112082,16.19312000,0.69377730
9.22624082,14.44746000,0.69377730
9.23136082,14.44746000,0.69377730
9.23648082,12.69570000,0.70253610
9.24160082,12.69570000,0.70253610
9.24672082,12.69570000,0.70253610
9.25184082,12.69570000,0.70253610
9.25696082,12.69570000,0.71132540
9.26208082,10.95004000,0.71132540
9.26720081,12.69570000,0.72011480
9.27232081,12.69570000,0.71132540
9.27744081,10.95004000,0.72011480
9.28256081,10.95004000,0.72890410
9.28768081,10.95004000,0.72890410
9.29280081,10.95004000,0.72890410
9.29792081,10.95004000,0.72890410
9.30304081,9.20438300,0.72890410
9.30816081,9.20438300,0.73769340
9.31328081,9.20438300,0.73769340
9.31840081,9.20438300,0.73769340
9.32352081,9.20438300,0.73769340
9.32864081,9.20438300,0.73769340
9.33376081,9.20438300,0.73769340
9.33888081,9.20438300,0.73769340
9.34400081,7.45262000,0.73769340
9.34912081,7.45262000,0.74648270
9.35424081,7.45262000,0.74648270
9.35936081,5.70696100,0.75527210
9.36448081,5.70696100,0.74648270
9.36960081,5.70696100,0.74648270
9.37472081,5.70696100,0.75527210
9.37984081,5.70696100,0.75527210
9.38496081,5.70696100,0.75527210
9.39008081,5.70696100,0.75527210
9.39520081,5.70696100,0.76406140
9.40032081,5.70696100,0.75527210
9.40544081,3.96130300,0.75527210
9.41056081,3.96130300,0.75527210
9.41568081,3.96130300,0.75527210
9.42080081,5.70696100,0.76406140
9.42592081,3.96130300,0.75527210
9.43104081,2.21564400,0.76406140
9.43616081,3.96130300,0.76406140
9.44128081,2.21564400,0.76406140
9.44640081,2.21564400,0.75527210
9.45152081,2.21564400,0.76406140
9.45664081,2.21564400,0.76406140
9.46176081,2.21564400,0.76406140
9.46688081,2.21564400,0.75527210
9.47200081,2.21564400,0.76406140
9.47712081,0.46998500,0.75527210
9.48224081,2.21564400,0.75527210
9.48736081,0.46998500,0.75527210
9.49248081,0.46998500,0.76406140
9.49760081,-1.27567400,0.76406140
9.50272081,-1.27567400,0.76406140
9.50784081,-1.27567400,0.76406140
9.51296081,-1.27567400,0.75527210
9.51808081,-1.27567400,0.75527210
9.52320081,-1.27567400,0.75527210
9.52832081,-1.27567400,0.75527210
9.53344081,-3.02133300,0.75527210
9.53856081,-3.02133300,0.74648270
9.54368081,-3.02133300,0.73769340
9.54880081,-3.02133300,0.74648270
9.55392081,-3.02133300,0.73769340
9.55904081,-4.77309500,0.73769340
9.56416081,-4.77309500,0.73769340
9.56928081,-4.77309500,0.74648270
9.57440081,-4.77309500,0.73769340
9.57952081,-4.77309500,0.73769340
9.58464081,-4.77309500,0.72890410
9.58976081,-4.77309500,0.73769340
9.59488081,-4.77309500,0.72890410
9.60000081,-4.77309500,0.72890410
9.60512081,-4.77309500,0.72890410
9.61024081,-6.51875400,0.72890410
9.61536081,-6.51875400,0.72890410
9.62048081,-8.26441300,0.72011480
9.62560081,-8.26441300,0.72011480
9.63072081,-8.26441300,0.72011480
9.63584081,-8.26441300,0.72011480
9.64096081,-8.26441300,0.71132540
9.64608081,-8.26441300,0.71132540
9.65120081,-8.26441300,0.70253610
9.65632081,-8.26441300,0.70253610
9.66144081,-8.26441300,0.70253610
9.66656081,-8.26441300,0.69377730
9.67168081,-10.01617000,0.69377730
9.67680081,-10.01617000,0.68498800
9.68192081,-8.26441300,0.69377730
9.68704081,-11.76183000,0.68498800
9.69216081,-11.76183000,0.67619860
9.69728081,-11.76183000,0.67619860
9.70240081,-11.76183000,0.66740930
9.70752081,-11.76183000,0.66740930
9.71264081,-11.76183000,0.66740930
9.71776081,-11.76183000,0.65861990
9.72288081,-11.76183000,0.65861990
9.72800081,-11.76183000,0.65861990
9.73312081,-11.76183000,0.65861990
9.73824081,-13.50749000,0.64983060
9.74336081,-13.50749000,0.64983060
9.74848081,-13.50749000,0.64983060
9.75360081,-13.50749000,0.63225200
9.75872081,-15.25925000,0.63225200
9.76384081,-13.50749000,0.62346260
9.76896081,-15.25925000,0.62346260
9.77408081,-15.25925000,0.62346260
9.77920081,-15.25925000,0.62346260
9.78432081,-15.25925000,0.62346260
9.78944081,-15.25925000,0.61467330
9.79456081,-15.25925000,0.60588400
9.79968081,-15.25925000,0.59709470
9.80480081,-15.25925000,0.59709470
9.80992081,-17.00491000,0.58830530
9.81504081,-17.00491000,0.58830530
9.82016081,-17.00491000,0.57951600
9.82528081,-17.00491000,0.57951600
9.83040081,-18.75057000,0.56193730
9.83552081,-18.75057000,0.56193730
9.84064081,-18.75057000,0.56193730
9.84576081,-18.75057000,0.55317850
9.85088081,-18.75057000,0.55317850
9.85600081,-18.75057000,0.54438920
9.86112081,-18.75057000,0.54438920
9.86624081,-18.75057000,0.53559980
9.87136081,-18.75057000,0.52681050
9.87648081,-18.75057000,0.52681050
9.88160081,-18.75057000,0.51802120
9.88672081,-18.75057000,0.51802120
9.89184081,-18.75057000,0.51802120
9.89696081,-20.50233000,0.50923190
9.90208081,-20.50233000,0.50044250
9.90720081,-20.50233000,0.49165320
9.91232081,-20.50233000,0.48286380
9.91744081,-22.24799000,0.48286380
9.92256081,-22.24799000,0.47407450
9.92768081,-22.24799000,0.46528520
9.93280081,-22.24799000,0.46528520
9.93792081,-22.24799000,0.45649590
9.94304081,-22.24799000,0.44770650
9.94816081,-22.24799000,0.44770650
9.95328081,-22.24799000,0.44770650
9.95840081,-22.24799000,0.43891720
9.96352081,-22.24799000,0.43012790
9.96864081,-22.24799000,0.42133850
9.97376081,-22.24799000,0.41257970
9.97888081,-22.24799000,0.41257970
9.98400081,-23.99365000,0.41257970
9.98912081,-22.24799000,0.39500110
9.99424081,-22.24799000,0.38621170
9.99936081,-22.24799000,0.38621170
10.00448081,-23.99365000,0.38621170
10.00960081,-23.99365000,0.37742240
10.01472081,-23.99365000,0.36863310
10.01984081,-23.99365000,0.35984370
10.02496081,-23.99365000,0.35105440
10.03008081,-23.99365000,0.35105440
10.03520081,-25.74541000,0.34226510
10.04032081,-25.74541000,0.33347570
10.04544081,-25.74541000,0.32468640
10.05056081,-25.74541000,0.31589710
10.05568081,-25.74541000,0.30710770
10.06080081,-25.74541000,0.30710770
10.06592081,-25.74541000,0.30710770
10.07104081,-25.74541000,0.28952910
10.07616081,-25.74541000,0.28952910
10.08128081,-25.74541000,0.28073980
10.08640081,-25.74541000,0.27198090
10.09152081,-25.74541000,0.27198090
10.09664081,-25.74541000,0.25440230
10.10176081,-25.74541000,0.25440230
10.10688081,-25.74541000,0.24561300
10.11200081,-25.74541000,0.23682360
10.11712081,-27.49107000,0.23682360
10.12224081,-27.49107000,0.22803430
10.12736081,-25.74541000,0.21924500
10.13248081,-25.74541000,0.21045560
10.13760081,-25.74541000,0.20166630
10.14272081,-27.49107000,0.20166630
10.14784081,-27.49107000,0.19287700
10.15296081,-27.49107000,0.17529830
10.15808081,-29.23673000,0.17529830
10.16320081,-29.23673000,0.16650900
10.16832081,-25.74541000,0.16650900
10.17344081,-27.49107000,0.15771970
10.17856081,-29.23673000,0.14014100
10.18368081,-29.23673000,0.14014100
10.18880081,-27.49107000,0.13138220
10.19392081,-29.23673000,0.12259290
10.19904081,-27.49107000,0.12259290
10.20416081,-29.23673000,0.10501420
10.20928081,-29.23673000,0.09622486
10.21440081,-29.23673000,0.09622486
10.21952081,-29.23673000,0.08743553
10.22464081,-29.23673000,0.07864620
10.22976081,-29.23673000,0.07864620
10.23488081,-29.23673000,0.06985687
10.24000081,-29.23673000,0.06106754
10.24512081,-29.23673000,0.05227821
10.25024081,-29.23673000,0.04348888
10.25536081,-29.23673000,0.03469954
10.26048081,-29.23673000,0.02591021
10.26560081,-29.23673000,0.02591021
10.27072081,-29.23673000,0.01712088
10.27584081,-29.23673000,0.00833155
10.28096081,-29.23673000,-0.00045778
10.28608081,-29.23673000,-0.00045778
10.29120081,-29.23673000,-0.00921659
10.29632081,-29.23673000,-0.01797540
10.30144081,-29.23673000,-0.02676473
10.30656081,-29.23673000,-0.03555406
10.31168081,-29.23673000,-0.04434339
10.31680081,-29.23673000,-0.05313272
10.32192081,-29.23673000,-0.05313272
10.32704081,-29.23673000,-0.06192205
