Time,Channel A,Frequency,Rectangular,Hann,Flat-top
(ms),(V),(kHz),(dBV),(dBV),(dBV)
,,,,,
3.56504604,-0.4984283,,,,
3.56555004,-0.5016633,,,,
3.56605404,-0.5001984,,,,
3.56655804,-0.4983062,,,,
3.56706204,-0.498825,,,,
3.56756604,-0.5008087,,,,
3.56807004,-0.4985504,,,,
3.56857404,-0.5006866,,,,
3.56907804,-0.4996796,,,,
3.56958204,-0.4983062,,,,
3.57008604,-0.4996796,,,,
3.57059004,-0.4976959,,,,
3.57109404,-0.4980621,,,,
3.57159804,-0.4991913,,,,
3.57210204,-0.4985504,,,,
3.57260604,-0.4965667,,,,
3.57311004,-0.4985504,,,,
3.57361404,-0.5010529,,,,
3.57411804,-0.5001984,,,,
3.57462204,-0.4989471,,,,
3.57512604,-0.498825,,,,
3.57563004,-0.5004425,,,,
3.57613404,-0.5006866,,,,
3.57663804,-0.498825,,,,
3.57714204,-0.4998016,,,,
3.57764604,-0.5000458,,,,
3.57815004,-0.5008087,,,,
3.57865404,-0.5001984,,,,
3.57915804,-0.4978179,,,,
3.57966204,-0.5000458,,,,
3.58016604,-0.4976959,,,,
3.58067004,-0.4999237,,,,
3.58117404,-0.5009308,,,,
3.58167804,-0.5018159,,,,
3.58218204,-0.5003204,,,,
3.58268604,-0.4984283,,,,
3.58319004,-0.5001984,,,,
3.58369404,-0.4996796,,,,
3.58419804,-0.5001984,,,,
3.58470204,-0.5003204,,,,
3.58520604,-0.4974517,,,,
3.58571004,-0.498825,,,,
3.58621404,-0.4995575,,,,
3.58671804,-0.5015412,,,,
3.58722204,-0.5018159,,,,
3.58772604,-0.5018159,,,,
3.58823004,-0.5004425,,,,
3.58873404,-0.4991913,,,,
3.58923804,-0.4973296,,,,
3.58974204,-0.4993133,,,,
3.59024604,-0.4980621,,,,
3.59075004,-0.49794,,,,
3.59125404,-0.501175,,,,
3.59175804,-0.5003204,,,,
3.59226204,-0.4996796,,,,
3.59276604,-0.5001984,,,,
3.59327004,-0.4980621,,,,
3.59377404,-0.5006866,,,,
3.59427804,-0.4978179,,,,
3.59478204,-0.4995575,,,,
3.59528604,-0.4980621,,,,
3.59579004,-0.5029145,,,,
3.59629404,-0.4994354,,,,
3.59679804,-0.5006866,,,,
3.59730204,-0.5009308,,,,
3.59780604,-0.5006866,,,,
3.59831004,-0.4972076,,,,
3.59881404,-0.5008087,,,,
3.59931804,-0.5000458,,,,
3.59982204,-0.5001984,,,,
3.60032604,-0.4985504,,,,
3.60083004,-0.5001984,,,,
3.60133404,-0.498825,,,,
3.60183804,-0.5014191,,,,
3.60234204,-0.4980621,,,,
3.60284604,-0.498703,,,,
3.60335004,-0.4998016,,,,
3.60385404,-0.5001984,,,,
3.60435804,-0.5000458,,,,
3.60486204,-0.4991913,,,,
3.60536604,-0.4998016,,,,
3.60587004,-0.4990692,,,,
3.60637404,-0.5023041,,,,
3.60687805,-0.5012971,,,,
3.60738205,-0.4996796,,,,
3.60788605,-0.4981841,,,,
3.60839005,-0.4976959,,,,
3.60889405,-0.5008087,,,,
3.60939805,-0.5005646,,,,
3.60990205,-0.4996796,,,,
3.61040605,-0.4983062,,,,
3.61091005,-0.5010529,,,,
3.61141405,-0.5010529,,,,
3.61191805,-0.498825,,,,
3.61242205,-0.5005646,,,,
3.61292605,-0.4985504,,,,
3.61343005,-0.4989471,,,,
3.61393405,-0.5004425,,,,
3.61443805,-0.498703,,,,
3.61494205,-0.5004425,,,,
3.61544605,-0.5006866,,,,
3.61595005,-0.5006866,,,,
3.61645405,-0.4998016,,,,
3.61695805,-0.4994354,,,,
3.61746205,-0.5004425,,,,
3.61796605,-0.4985504,,,,
3.61847005,-0.501175,,,,
3.61897405,-0.5005646,,,,
3.61947805,-0.5003204,,,,
3.61998205,-0.5014191,,,,
3.62048605,-0.5012971,,,,
3.62099005,-0.5003204,,,,
3.62149405,-0.5008087,,,,
3.62199805,-0.5001984,,,,
3.62250205,-0.5010529,,,,
3.62300605,-0.5009308,,,,
3.62351005,-0.5003204,,,,
3.62401405,-0.5012971,,,,
3.62451805,-0.4989471,,,,
3.62502205,-0.5001984,,,,
3.62552605,-0.5001984,,,,
3.62603005,-0.5005646,,,,
3.62653405,-0.5001984,,,,
3.62703805,-0.4989471,,,,
3.62754205,-0.5015412,,,,
3.62804605,-0.4995575,,,,
3.62855005,-0.4995575,,,,
3.62905405,-0.5005646,,,,
3.62955805,-0.4998016,,,,
3.63006205,-0.4998016,,,,
3.63056605,-0.5010529,,,,
3.63107005,-0.5005646,,,,
3.63157405,-0.5023041,,,,
3.63207805,-0.5014191,,,,
3.63258205,-0.5000458,,,,
3.63308605,-0.498825,,,,
3.63359005,-0.5015412,,,,
3.63409405,-0.4999237,,,,
3.63459805,-0.5004425,,,,
3.63510205,-0.498825,,,,
3.63560605,-0.4989471,,,,
3.63611005,-0.4989471,,,,
3.63661405,-0.5006866,,,,
3.63711805,-0.4985504,,,,
3.63762205,-0.501175,,,,
3.63812605,-0.4984283,,,,
3.63863005,-0.5003204,,,,
3.63913405,-0.4995575,,,,
3.63963805,-0.5012971,,,,
3.64014205,-0.5014191,,,,
3.64064605,-0.5009308,,,,
3.64115005,-0.5009308,,,,
3.64165405,-0.4991913,,,,
3.64215805,-0.5000458,,,,
3.64266205,-0.4996796,,,,
3.64316605,-0.4984283,,,,
3.64367005,-0.4995575,,,,
3.64417405,-0.4995575,,,,
3.64467805,-0.4996796,,,,
3.64518205,-0.5005646,,,,
3.64568605,-0.5001984,,,,
3.64619005,-0.4989471,,,,
3.64669405,-0.4998016,,,,
3.64719805,-0.5005646,,,,
3.64770205,-0.4983062,,,,
3.64820605,-0.5010529,,,,
3.64871005,-0.501175,,,,
3.64921405,-0.501175,,,,
3.64971805,-0.4996796,,,,
3.65022205,-0.4980621,,,,
3.65072605,-0.4984283,,,,
3.65123005,-0.5004425,,,,
3.65173405,-0.5006866,,,,
3.65223805,-0.4995575,,,,
3.65274205,-0.5010529,,,,
3.65324605,-0.4983062,,,,
3.65375005,-0.4996796,,,,
3.65425405,-0.4984283,,,,
3.65475805,-0.5005646,,,,
3.65526205,-0.5000458,,,,
3.65576605,-0.5001984,,,,
3.65627005,-0.5014191,,,,
3.65677405,-0.4985504,,,,
3.65727805,-0.4998016,,,,
3.65778205,-0.4990692,,,,
3.65828605,-0.5016633,,,,
3.65879005,-0.4973296,,,,
3.65929405,-0.5030366,,,,
3.65979805,-0.5003204,,,,
3.66030205,-0.5021821,,,,
3.66080605,-0.5008087,,,,
3.66131005,-0.4994354,,,,
3.66181405,-0.4991913,,,,
3.66231805,-0.4985504,,,,
3.66282205,-0.4993133,,,,
3.66332605,-0.5009308,,,,
3.66383005,-0.5008087,,,,
3.66433405,-0.4990692,,,,
3.66483805,-0.501175,,,,
3.66534205,-0.498703,,,,
3.66584605,-0.4996796,,,,
3.66635005,-0.4989471,,,,
3.66685405,-0.5015412,,,,
3.66735805,-0.501175,,,,
3.66786205,-0.4984283,,,,
3.66836605,-0.4989471,,,,
3.66887005,-0.5001984,,,,
3.66937405,-0.5014191,,,,
3.66987805,-0.5005646,,,,
3.67038205,-0.5006866,,,,
3.67088605,-0.5010529,,,,
3.67139005,-0.5006866,,,,
3.67189405,-0.5023041,,,,
3.67239805,-0.4994354,,,,
3.67290205,-0.4970855,,,,
3.67340605,-0.5012971,,,,
3.67391005,-0.4989471,,,,
3.67441405,-0.4990692,,,,
3.67491805,-0.4994354,,,,
3.67542205,-0.4990692,,,,
3.67592605,-0.5001984,,,,
3.67643005,-0.4993133,,,,
3.67693405,-0.5000458,,,,
3.67743805,-0.5009308,,,,
3.67794205,-0.5005646,,,,
3.67844605,-0.4999237,,,,
3.67895005,-0.4989471,,,,
3.67945405,-0.5000458,,,,
3.67995805,-0.4985504,,,,
3.68046205,-0.4998016,,,,
3.68096605,-0.4996796,,,,
3.68147005,-0.4995575,,,,
3.68197405,-0.4993133,,,,
3.68247805,-0.50206,,,,
3.68298205,-0.4990692,,,,
3.68348605,-0.4994354,,,,
3.68399005,-0.5010529,,,,
3.68449405,-0.501175,,,,
3.68499805,-0.4998016,,,,
3.68550205,-0.5009308,,,,
3.68600605,-0.5003204,,,,
3.68651005,-0.4990692,,,,
3.68701405,-0.5025483,,,,
3.68751805,-0.5005646,,,,
3.68802205,-0.5001984,,,,
3.68852605,-0.4993133,,,,
3.68903005,-0.5018159,,,,
3.68953405,-0.5000458,,,,
3.69003805,-0.49794,,,,
3.69054205,-0.498703,,,,
3.69104605,-0.4974517,,,,
3.69155005,-0.498825,,,,
3.69205405,-0.4995575,,,,
3.69255805,-0.5003204,,,,
3.69306205,-0.5001984,,,,
3.69356605,-0.4980621,,,,
3.69407005,-0.5000458,,,,
3.69457405,-0.4994354,,,,
3.69507805,-0.5004425,,,,
3.69558205,-0.501175,,,,
3.69608605,-0.5001984,,,,
3.69659005,-0.498825,,,,
3.69709405,-0.5016633,,,,
3.69759805,-0.4999237,,,,
3.69810205,-0.498703,,,,
3.69860605,-0.501175,,,,
3.69911005,-0.4998016,,,,
3.69961405,-0.4985504,,,,
3.70011805,-0.5005646,,,,
3.70062205,-0.4989471,,,,
3.70112605,-0.5001984,,,,
3.70163005,-0.49794,,,,
3.70213405,-0.4998016,,,,
3.70263805,-0.4990692,,,,
3.70314205,-0.5005646,,,,
3.70364605,-0.4998016,,,,
3.70415005,-0.498825,,,,
3.70465405,-0.5008087,,,,
3.70515805,-0.498703,,,,
3.70566205,-0.4999237,,,,
3.70616605,-0.5008087,,,,
3.70667005,-0.4994354,,,,
3.70717405,-0.5009308,,,,
3.70767805,-0.4993133,,,,
3.70818205,-0.5001984,,,,
3.70868605,-0.5006866,,,,
3.70919005,-0.4989471,,,,
3.70969405,-0.5008087,,,,
3.71019805,-0.4994354,,,,
3.71070205,-0.4993133,,,,
3.71120605,-0.4985504,,,,
3.71171005,-0.4994354,,,,
3.71221405,-0.5025483,,,,
3.71271805,-0.5005646,,,,
3.71322205,-0.4989471,,,,
3.71372605,-0.5010529,,,,
3.71423005,-0.5005646,,,,
3.71473405,-0.4983062,,,,
3.71523805,-0.5003204,,,,
3.71574205,-0.5010529,,,,
3.71624605,-0.5003204,,,,
3.71675005,-0.4990692,,,,
3.71725405,-0.4998016,,,,
3.71775805,-0.4994354,,,,
3.71826205,-0.5009308,,,,
3.71876605,-0.4974517,,,,
3.71927005,-0.5004425,,,,
3.71977405,-0.5018159,,,,
3.72027805,-0.5003204,,,,
3.72078205,-0.5003204,,,,
3.72128605,-0.5001984,,,,
3.72179005,-0.4994354,,,,
3.72229405,-0.5004425,,,,
3.72279805,-0.5000458,,,,
3.72330205,-0.4998016,,,,
3.72380605,-0.5006866,,,,
3.72431005,-0.498825,,,,
3.72481405,-0.5016633,,,,
3.72531805,-0.5001984,,,,
3.72582205,-0.4995575,,,,
3.72632605,-0.4996796,,,,
3.72683005,-0.4995575,,,,
3.72733405,-0.5008087,,,,
3.72783805,-0.5001984,,,,
3.72834205,-0.5009308,,,,
3.72884605,-0.4981841,,,,
3.72935005,-0.4985504,,,,
3.72985405,-0.4983062,,,,
3.73035805,-0.5023041,,,,
3.73086205,-0.5001984,,,,
3.73136605,-0.50206,,,,
3.73187005,-0.4990692,,,,
3.73237405,-0.4981841,,,,
3.73287805,-0.4993133,,,,
3.73338205,-0.5021821,,,,
3.73388605,-0.5005646,,,,
3.73439005,-0.5003204,,,,
3.73489405,-0.4975738,,,,
3.73539805,-0.5012971,,,,
3.73590205,-0.5018159,,,,
3.73640605,-0.498703,,,,
3.73691005,-0.4994354,,,,
3.73741405,-0.5000458,,,,
3.73791805,-0.5001984,,,,
3.73842205,-0.4995575,,,,
3.73892605,-0.4974517,,,,
3.73943005,-0.5010529,,,,
3.73993405,-0.4996796,,,,
3.74043805,-0.4998016,,,,
3.74094205,-0.4995575,,,,
3.74144605,-0.5009308,,,,
3.74195005,-0.4984283,,,,
3.74245405,-0.5006866,,,,
3.74295805,-0.5009308,,,,
3.74346205,-0.4999237,,,,
3.74396605,-0.498825,,,,
3.74447005,-0.5004425,,,,
3.74497405,-0.5009308,,,,
3.74547805,-0.4998016,,,,
3.74598205,-0.4993133,,,,
3.74648605,-0.4996796,,,,
3.74699005,-0.5026703,,,,
3.74749405,-0.5005646,,,,
3.74799805,-0.4990692,,,,
3.74850205,-0.5005646,,,,
3.74900605,-0.5015412,,,,
3.74951005,-0.4991913,,,,
3.75001405,-0.5016633,,,,
3.75051805,-0.5003204,,,,
3.75102205,-0.5000458,,,,
3.75152605,-0.5008087,,,,
3.75203005,-0.4993133,,,,
3.75253405,-0.5010529,,,,
3.75303805,-0.5018159,,,,
3.75354205,-0.4993133,,,,
3.75404605,-0.4985504,,,,
3.75455005,-0.5008087,,,,
3.75505405,-0.5008087,,,,
3.75555805,-0.5006866,,,,
3.75606205,-0.5000458,,,,
3.75656605,-0.5012971,,,,
3.75707005,-0.5000458,,,,
3.75757405,-0.4994354,,,,
3.75807805,-0.4998016,,,,
3.75858205,-0.5008087,,,,
3.75908605,-0.5003204,,,,
3.75959005,-0.4996796,,,,
3.76009405,-0.5006866,,,,
3.76059805,-0.5009308,,,,
3.76110205,-0.5006866,,,,
3.76160605,-0.4999237,,,,
3.76211005,-0.5009308,,,,
3.76261405,-0.4989471,,,,
3.76311805,-0.4995575,,,,
3.76362205,-0.5006866,,,,
3.76412605,-0.5006866,,,,
3.76463005,-0.4996796,,,,
3.76513405,-0.498703,,,,
3.76563805,-0.5003204,,,,
3.76614205,-0.4989471,,,,
3.76664605,-0.4995575,,,,
3.76715005,-0.50206,,,,
3.76765405,-0.501175,,,,
3.76815805,-0.4996796,,,,
3.76866205,-0.4996796,,,,
3.76916605,-0.4991913,,,,
3.76967005,-0.5008087,,,,
3.77017405,-0.4980621,,,,
3.77067805,-0.5009308,,,,
3.77118205,-0.501175,,,,
3.77168605,-0.5006866,,,,
3.77219005,-0.4995575,,,,
3.77269405,-0.5004425,,,,
3.77319805,-0.5006866,,,,
3.77370205,-0.4998016,,,,
3.77420605,-0.5015412,,,,
3.77471005,-0.50206,,,,
3.77521405,-0.5012971,,,,
3.77571805,-0.5037996,,,,
3.77622205,-0.5004425,,,,
3.77672605,-0.4996796,,,,
3.77723005,-0.5005646,,,,
3.77773405,-0.4984283,,,,
3.77823805,-0.5015412,,,,
3.77874205,-0.5004425,,,,
3.77924605,-0.501175,,,,
3.77975005,-0.4990692,,,,
3.78025405,-0.5004425,,,,
3.78075805,-0.5016633,,,,
3.78126205,-0.5000458,,,,
3.78176605,-0.498825,,,,
3.78227005,-0.4985504,,,,
3.78277405,-0.4993133,,,,
3.78327805,-0.4996796,,,,
3.78378205,-0.4984283,,,,
3.78428605,-0.50206,,,,
3.78479005,-0.4996796,,,,
3.78529405,-0.5001984,,,,
3.78579805,-0.4991913,,,,
3.78630205,-0.5001984,,,,
3.78680605,-0.5027924,,,,
3.78731005,-0.5010529,,,,
3.78781405,-0.5000458,,,,
3.78831805,-0.4985504,,,,
3.78882205,-0.4991913,,,,
3.78932605,-0.4993133,,,,
3.78983005,-0.50206,,,,
3.79033405,-0.5006866,,,,
3.79083805,-0.5012971,,,,
3.79134205,-0.5018159,,,,
3.79184605,-0.5009308,,,,
3.79235005,-0.5004425,,,,
3.79285405,-0.5001984,,,,
3.79335805,-0.5003204,,,,
3.79386205,-0.5005646,,,,
3.79436605,-0.5025483,,,,
3.79487005,-0.4998016,,,,
3.79537405,-0.5008087,,,,
3.79587805,-0.4980621,,,,
3.79638205,-0.5014191,,,,
3.79688605,-0.4995575,,,,
3.79739005,-0.5009308,,,,
3.79789405,-0.4996796,,,,
3.79839805,-0.5001984,,,,
3.79890205,-0.49794,,,,
3.79940605,-0.5008087,,,,
3.79991005,-0.5027924,,,,
3.80041405,-0.4985504,,,,
3.80091805,-0.4994354,,,,
3.80142205,-0.5010529,,,,
3.80192605,-0.4993133,,,,
3.80243005,-0.4999237,,,,
3.80293405,-0.5010529,,,,
3.80343805,-0.4984283,,,,
3.80394205,-0.4990692,,,,
3.80444605,-0.4993133,,,,
3.80495005,-0.5005646,,,,
3.80545405,-0.4974517,,,,
3.80595805,-0.4995575,,,,
3.80646205,-0.5001984,,,,
3.80696605,-0.5005646,,,,
3.80747005,-0.4984283,,,,
3.80797405,-0.4985504,,,,
3.80847805,-0.4998016,,,,
3.80898205,-0.4993133,,,,
3.80948605,-0.5001984,,,,
3.80999005,-0.498825,,,,
3.81049405,-0.5004425,,,,
3.81099805,-0.4993133,,,,
3.81150205,-0.5004425,,,,
3.81200605,-0.5008087,,,,
3.81251005,-0.5015412,,,,
3.81301405,-0.5004425,,,,
3.81351805,-0.5014191,,,,
3.81402205,-0.5006866,,,,
3.81452605,-0.498825,,,,
3.81503005,-0.4993133,,,,
3.81553405,-0.5026703,,,,
3.81603805,-0.4998016,,,,
3.81654205,-0.5012971,,,,
3.81704605,-0.4996796,,,,
3.81755005,-0.5008087,,,,
3.81805405,-0.5004425,,,,
3.81855805,-0.5008087,,,,
3.81906205,-0.5004425,,,,
3.81956605,-0.4978179,,,,
3.82007005,-0.5023041,,,,
3.82057405,-0.5004425,,,,
3.82107805,-0.5012971,,,,
3.82158205,-0.5006866,,,,
3.82208605,-0.4991913,,,,
3.82259005,-0.5023041,,,,
3.82309405,-0.5008087,,,,
3.82359805,-0.498825,,,,
3.82410205,-0.4998016,,,,
3.82460605,-0.4994354,,,,
3.82511005,-0.5008087,,,,
3.82561405,-0.5000458,,,,
3.82611805,-0.4999237,,,,
3.82662205,-0.4996796,,,,
3.82712605,-0.5000458,,,,
3.82763005,-0.5009308,,,,
3.82813405,-0.5012971,,,,
3.82863805,-0.5014191,,,,
3.82914205,-0.5018159,,,,
3.82964605,-0.5009308,,,,
3.83015005,-0.4985504,,,,
3.83065405,-0.5015412,,,,
3.83115805,-0.4994354,,,,
3.83166205,-0.5009308,,,,
3.83216605,-0.5021821,,,,
3.83267005,-0.5004425,,,,
3.83317405,-0.5006866,,,,
3.83367805,-0.4996796,,,,
3.83418205,-0.5000458,,,,
3.83468605,-0.5006866,,,,
3.83519005,-0.4985504,,,,
3.83569405,-0.5005646,,,,
3.83619805,-0.4994354,,,,
3.83670205,-0.5003204,,,,
3.83720605,-0.5004425,,,,
3.83771005,-0.4991913,,,,
3.83821405,-0.4990692,,,,
3.83871805,-0.5009308,,,,
3.83922205,-0.5001984,,,,
3.83972605,-0.5006866,,,,
3.84023005,-0.5004425,,,,
3.84073405,-0.4998016,,,,
3.84123805,-0.4981841,,,,
3.84174205,-0.5016633,,,,
3.84224605,-0.4994354,,,,
3.84275005,-0.5012971,,,,
3.84325405,-0.501175,,,,
3.84375805,-0.4990692,,,,
3.84426205,-0.4996796,,,,
3.84476605,-0.4995575,,,,
3.84527005,-0.5014191,,,,
3.84577405,-0.5003204,,,,
3.84627805,-0.4995575,,,,
3.84678205,-0.5010529,,,,
3.84728605,-0.5023041,,,,
3.84779005,-0.5021821,,,,
3.84829405,-0.5012971,,,,
3.84879805,-0.5000458,,,,
3.84930205,-0.5001984,,,,
3.84980605,-0.4984283,,,,
3.85031005,-0.5018159,,,,
3.85081405,-0.4996796,,,,
3.85131805,-0.50206,,,,
3.85182205,-0.5004425,,,,
3.85232605,-0.4991913,,,,
3.85283005,-0.5016633,,,,
3.85333405,-0.4996796,,,,
3.85383805,-0.5019379,,,,
3.85434205,-0.5006866,,,,
3.85484605,-0.5004425,,,,
3.85535005,-0.5012971,,,,
3.85585405,-0.501175,,,,
3.85635805,-0.5003204,,,,
3.85686205,-0.4995575,,,,
3.85736605,-0.5010529,,,,
3.85787005,-0.5006866,,,,
3.85837405,-0.4993133,,,,
3.85887805,-0.4999237,,,,
3.85938205,-0.4994354,,,,
3.85988605,-0.5014191,,,,
3.86039005,-0.5008087,,,,
3.86089405,-0.5004425,,,,
3.86139805,-0.5012971,,,,
3.86190205,-0.4994354,,,,
3.86240605,-0.5019379,,,,
3.86291005,-0.5003204,,,,
3.86341405,-0.5023041,,,,
3.86391805,-0.4996796,,,,
3.86442205,-0.50206,,,,
3.86492605,-0.4999237,,,,
3.86543005,-0.498825,,,,
3.86593405,-0.5009308,,,,
3.86643805,-0.501175,,,,
3.86694205,-0.498825,,,,
3.86744605,-0.5012971,,,,
3.86795005,-0.4991913,,,,
3.86845405,-0.5000458,,,,
3.86895805,-0.4998016,,,,
3.86946205,-0.498703,,,,
3.86996605,-0.4996796,,,,
3.87047005,-0.4999237,,,,
3.87097405,-0.4983062,,,,
3.87147805,-0.5008087,,,,
3.87198205,-0.4995575,,,,
3.87248605,-0.5018159,,,,
3.87299005,-0.4984283,,,,
3.87349405,-0.5004425,,,,
3.87399805,-0.5005646,,,,
3.87450205,-0.5006866,,,,
3.87500605,-0.5015412,,,,
3.87551005,-0.5012971,,,,
3.87601405,-0.4999237,,,,
3.87651805,-0.5008087,,,,
3.87702205,-0.5016633,,,,
3.87752605,-0.4995575,,,,
3.87803005,-0.498825,,,,
3.87853405,-0.4998016,,,,
3.87903805,-0.4998016,,,,
3.87954205,-0.5000458,,,,
3.88004605,-0.5023041,,,,
3.88055005,-0.4994354,,,,
3.88105405,-0.4995575,,,,
3.88155805,-0.5014191,,,,
3.88206205,-0.5010529,,,,
3.88256605,-0.5009308,,,,
3.88307005,-0.501175,,,,
3.88357405,-0.5001984,,,,
3.88407805,-0.4990692,,,,
3.88458205,-0.5031587,,,,
3.88508605,-0.5009308,,,,
3.88559005,-0.5010529,,,,
3.88609405,-0.5008087,,,,
3.88659805,-0.4993133,,,,
3.88710205,-0.4995575,,,,
3.88760605,-0.5008087,,,,
3.88811005,-0.4999237,,,,
3.88861405,-0.5009308,,,,
3.88911805,-0.5000458,,,,
3.88962205,-0.5000458,,,,
3.89012605,-0.5003204,,,,
3.89063005,-0.4998016,,,,
3.89113405,-0.4993133,,,,
3.89163805,-0.4998016,,,,
3.89214205,-0.4991913,,,,
3.89264605,-0.5009308,,,,
3.89315005,-0.5000458,,,,
3.89365405,-0.5003204,,,,
3.89415805,-0.5027924,,,,
3.89466205,-0.4984283,,,,
3.89516605,-0.5006866,,,,
3.89567005,-0.5010529,,,,
3.89617405,-0.5019379,,,,
3.89667805,-0.5005646,,,,
3.89718205,-0.5015412,,,,
3.89768605,-0.5000458,,,,
3.89819005,-0.501175,,,,
3.89869405,-0.5008087,,,,
3.89919805,-0.5012971,,,,
3.89970205,-0.4998016,,,,
3.90020605,-0.4996796,,,,
3.90071005,-0.5003204,,,,
3.90121405,-0.5006866,,,,
3.90171805,-0.4999237,,,,
3.90222205,-0.4995575,,,,
3.90272605,-0.4998016,,,,
3.90323005,-0.4999237,,,,
3.90373405,-0.5018159,,,,
3.90423805,-0.4990692,,,,
3.90474205,-0.5006866,,,,
3.90524605,-0.5005646,,,,
3.90575005,-0.5018159,,,,
3.90625405,-0.4994354,,,,
3.90675805,-0.5016633,,,,
3.90726205,-0.5001984,,,,
3.90776605,-0.5000458,,,,
3.90827005,-0.5016633,,,,
3.90877405,-0.5000458,,,,
3.90927805,-0.50206,,,,
3.90978205,-0.4981841,,,,
3.91028605,-0.4991913,,,,
3.91079005,-0.5010529,,,,
3.91129405,-0.5010529,,,,
3.91179805,-0.5014191,,,,
3.91230205,-0.4995575,,,,
3.91280605,-0.5006866,,,,
3.91331005,-0.498825,,,,
3.91381405,-0.5006866,,,,
3.91431805,-0.4989471,,,,
3.91482205,-0.498703,,,,
3.91532605,-0.5001984,,,,
3.91583005,-0.5000458,,,,
3.91633405,-0.5006866,,,,
3.91683805,-0.5005646,,,,
3.91734205,-0.5012971,,,,
3.91784605,-0.4996796,,,,
3.91835005,-0.4993133,,,,
3.91885405,-0.5012971,,,,
3.91935805,-0.4999237,,,,
3.91986205,-0.5009308,,,,
3.92036605,-0.4996796,,,,
3.92087005,-0.4989471,,,,
3.92137405,-0.5009308,,,,
3.92187805,-0.4998016,,,,
3.92238205,-0.5008087,,,,
3.92288605,-0.50206,,,,
3.92339005,-0.5016633,,,,
3.92389405,-0.5030366,,,,
3.92439805,-0.5004425,,,,
3.92490205,-0.5004425,,,,
3.92540605,-0.4980621,,,,
3.92591005,-0.5010529,,,,
3.92641405,-0.50206,,,,
3.92691805,-0.501175,,,,
3.92742205,-0.5001984,,,,
3.92792605,-0.5008087,,,,
3.92843005,-0.4995575,,,,
3.92893405,-0.50206,,,,
3.92943805,-0.5000458,,,,
3.92994205,-0.5010529,,,,
3.93044605,-0.5005646,,,,
3.93095005,-0.5005646,,,,
3.93145405,-0.4985504,,,,
3.93195805,-0.5012971,,,,
3.93246205,-0.5001984,,,,
3.93296605,-0.5005646,,,,
3.93347005,-0.4989471,,,,
3.93397405,-0.4994354,,,,
3.93447805,-0.4999237,,,,
3.93498205,-0.501175,,,,
3.93548605,-0.5006866,,,,
3.93599005,-0.5012971,,,,
3.93649405,-0.4998016,,,,
3.93699805,-0.5000458,,,,
3.93750205,-0.5021821,,,,
3.93800605,-0.5000458,,,,
3.93851005,-0.5009308,,,,
3.93901405,-0.5001984,,,,
3.93951805,-0.4996796,,,,
3.94002205,-0.50206,,,,
3.94052605,-0.5001984,,,,
3.94103005,-0.5006866,,,,
3.94153405,-0.5001984,,,,
3.94203805,-0.5001984,,,,
3.94254205,-0.5025483,,,,
3.94304605,-0.5010529,,,,
3.94355005,-0.4999237,,,,
3.94405405,-0.4983062,,,,
3.94455805,-0.4990692,,,,
3.94506205,-0.5000458,,,,
3.94556605,-0.5004425,,,,
3.94607005,-0.4994354,,,,
3.94657405,-0.5005646,,,,
3.94707805,-0.4999237,,,,
3.94758205,-0.5005646,,,,
3.94808605,-0.4993133,,,,
3.94859005,-0.4991913,,,,
3.94909405,-0.5004425,,,,
3.94959805,-0.4998016,,,,
3.95010205,-0.5025483,,,,
3.95060605,-0.49794,,,,
3.95111005,-0.5000458,,,,
3.95161405,-0.50206,,,,
3.95211805,-0.4999237,,,,
3.95262205,-0.4999237,,,,
3.95312605,-0.5026703,,,,
3.95363005,-0.5030366,,,,
3.95413405,-0.4985504,,,,
3.95463805,-0.4994354,,,,
3.95514205,-0.5030366,,,,
3.95564605,-0.4995575,,,,
3.95615005,-0.5015412,,,,
3.95665405,-0.4989471,,,,
3.95715805,-0.5004425,,,,
3.95766205,-0.5004425,,,,
3.95816605,-0.4980621,,,,
3.95867005,-0.4983062,,,,
3.95917405,-0.5003204,,,,
3.95967805,-0.498703,,,,
3.96018205,-0.4998016,,,,
3.96068605,-0.5000458,,,,
3.96119005,-0.4996796,,,,
3.96169405,-0.5004425,,,,
3.96219805,-0.4999237,,,,
3.96270205,-0.5010529,,,,
3.96320605,-0.4999237,,,,
3.96371005,-0.5008087,,,,
3.96421405,-0.5000458,,,,
3.96471805,-0.5025483,,,,
3.96522205,-0.5001984,,,,
3.96572605,-0.4994354,,,,
3.96623005,-0.5005646,,,,
3.96673405,-0.5000458,,,,
3.96723805,-0.4999237,,,,
3.96774205,-0.5005646,,,,
3.96824605,-0.4976959,,,,
3.96875005,-0.501175,,,,
3.96925405,-0.5008087,,,,
3.96975805,-0.4989471,,,,
3.97026205,-0.4998016,,,,
3.97076605,-0.4990692,,,,
3.97127005,-0.5000458,,,,
3.97177405,-0.5001984,,,,
3.97227805,-0.4990692,,,,
3.97278205,-0.5012971,,,,
3.97328605,-0.5003204,,,,
3.97379005,-0.4993133,,,,
3.97429405,-0.5008087,,,,
3.97479805,-0.5010529,,,,
3.97530205,-0.5010529,,,,
3.97580605,-0.50206,,,,
3.97631005,-0.5008087,,,,
3.97681405,-0.4989471,,,,
3.97731805,-0.5015412,,,,
3.97782205,-0.5004425,,,,
3.97832605,-0.5001984,,,,
3.97883005,-0.5010529,,,,
3.97933405,-0.4981841,,,,
3.97983805,-0.5009308,,,,
