Time,Channel A
(ms),(V)

19.20418035,0.12903230
19.20918035,0.27204200
19.21418035,0.38926360
19.21918035,0.46879480
19.22418035,0.50028990
19.22918035,0.48747210
19.23418035,0.42200990
19.23918035,0.31894900
19.24418035,0.18341620
19.24918035,0.02786340
19.25418035,-0.12756740
19.25918035,-0.27195040
19.26418035,-0.38779870
19.26918035,-0.47044280
19.27418035,-0.50193790
19.27918035,-0.48649560
19.28418035,-0.42326120
19.28918035,-0.31748410
19.29418035,-0.18109680
19.29918035,-0.02652058
19.30418035,0.12591940
19.30918035,0.27240820
19.31418035,0.38926360
19.31918035,0.46992400
19.32418035,0.50325020
19.32918035,0.48820460
19.33418035,0.42124700
19.33918035,0.31983400
19.34418035,0.18341620
19.34918035,0.02887051
19.35418035,-0.12942900
19.35918035,-0.27344580
19.36418035,-0.38843960
19.36918035,-0.46894740
19.37418035,-0.50193790
19.37918035,-0.48799100
19.38418035,-0.42313910
19.38918035,-0.31662950
19.39418035,-0.18247020
19.39918035,-0.02914518
19.40418035,0.12778100
19.40918035,0.27228610
19.41418035,0.38975190
19.41918035,0.46992400
19.42418035,0.50312820
19.42918035,0.48759420
19.43418035,0.42472610
19.43918035,0.31919310
19.44418035,0.18030340
19.44918035,0.02822962
19.45418035,-0.12707910
19.45918035,-0.27219460
19.46418035,-0.39054540
19.46918035,-0.46845910
19.47418035,-0.50166330
19.47918035,-0.48750270
19.48418035,-0.42216250
19.48918035,-0.31897950
19.49418035,-0.18332470
19.49918035,-0.02752770
19.50418035,0.12817770
19.50918035,0.27439190
19.51418035,0.39164400
19.51918035,0.47016810
19.52418035,0.50178530
19.52918035,0.48658710
19.53418035,0.42124700
19.53918035,0.31833860
19.54418035,0.18353830
19.54918035,0.02822962
19.55418035,-0.12720110
19.55918035,-0.27094330
19.56418034,-0.38880580
19.56918034,-0.46882530
19.57418034,-0.50279240
19.57918034,-0.48561050
19.58418034,-0.42365800
19.58918034,-0.31550030
19.59418034,-0.18146310
19.59918034,-0.02566607
19.60418034,0.12866600
19.60918034,0.27329330
19.61418034,0.39014860
19.61918034,0.46742150
19.62418034,0.50263980
19.62918034,0.48622090
19.63418034,0.42112490
19.63918034,0.31943720
19.64418034,0.18341620
19.64918034,0.02710044
19.65418034,-0.12918490
19.65918034,-0.27369000
19.66418034,-0.38917200
19.66918034,-0.46943570
19.67418034,-0.50343330
19.67918034,-0.48811300
19.68418034,-0.42164370
19.68918034,-0.31836910
19.69418034,-0.18045600
19.69918034,-0.02700888
19.70418034,0.13077180
19.70918034,0.27378150
19.71418034,0.39014860
19.71918034,0.46980190
19.72418034,0.50239570
19.72918034,0.48558000
19.73418034,0.42298650
19.73918034,0.31894900
19.74418034,0.18070010
19.74918034,0.02960295
19.75418034,-0.12833030
19.75918034,-0.27292700
19.76418034,-0.38941620
19.76918034,-0.46894740
19.77418034,-0.50355540
19.77918034,-0.48438980
19.78418034,-0.42216250
19.78918034,-0.31873530
19.79418034,-0.18222600
